x1,y1,x2,y2,index1,index2
671,210,699,371,187,2
699,371,478,24,2,162
478,24,328,699,162,52
328,699,13,447,52,91
13,447,295,4,91,145
295,4,20,468,145,89
20,468,656,518,89,16
656,518,458,17,16,160
458,17,682,458,160,10
682,458,2,393,10,96
2,393,28,210,96,113
28,210,4,404,113,95
4,404,33,200,95,114
33,200,8,426,114,93
8,426,626,564,93,21
626,564,144,66,21,130
144,66,699,360,130,1
699,360,4,404,1,95
4,404,489,28,95,163
489,28,697,393,163,4
697,393,13,447,4,91
13,447,295,4,91,145
295,4,626,564,145,21
626,564,162,54,21,132
162,54,426,691,132,43
426,691,262,689,43,58
262,689,447,686,58,41
447,686,700,350,41,0
700,350,518,43,0,166
518,43,17,458,166,90
17,458,317,698,90,53
317,698,426,8,53,157
426,8,102,597,157,75
102,597,10,437,75,92
10,437,262,10,92,142
262,10,437,10,142,158
437,10,118,612,158,73
118,612,581,87,73,173
581,87,695,295,173,195
695,295,589,94,195,174
589,94,518,656,174,34
518,656,144,66,34,130
144,66,171,651,130,67
171,651,528,651,67,33
528,651,60,546,33,81
60,546,645,537,81,18
645,537,8,426,18,93
8,426,686,252,93,191
686,252,437,689,191,42
437,689,273,691,42,57
273,691,10,262,57,108
10,262,210,28,108,137
210,28,371,0,137,152
371,0,689,437,152,8
689,437,393,2,8,154
393,2,546,639,154,31
546,639,404,4,31,155
404,4,698,382,155,3
698,382,528,48,3,167
528,48,191,661,167,65
191,661,489,671,65,37
489,671,221,675,37,62
221,675,639,546,62,19
